speciesName,status,fbSpecCode,validName,class,order,family,genus,commonName,commonSpecies,Fresh,Brack,Column1
Distichodus langi,accepted name,11193,Distichodus langi,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus lusosso,accepted name,11195,Distichodus lusosso,Teleostei,Characiformes,Distichodontidae,Distichodus,Longsnout distichodus,TRUE,1,0,
Distichodus maculatus,accepted name,11196,Distichodus maculatus,Teleostei,Characiformes,Distichodontidae,Distichodus,Spotted citharinid,TRUE,1,0,
Distichodus mbiniensis,accepted name,69817,Distichodus mbiniensis,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus microps,accepted name,69816,Distichodus microps,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus mossambicus,accepted name,11197,Distichodus mossambicus,Teleostei,Characiformes,Distichodontidae,Distichodus,Nkupe,TRUE,1,0,
Distichodus nefasch,accepted name,11179,Distichodus nefasch,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus noboli,accepted name,11198,Distichodus noboli,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus notospilus,accepted name,11199,Distichodus notospilus,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus petersii,accepted name,11200,Distichodus petersii,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus polli,accepted name,69108,Distichodus polli,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus rostratus,accepted name,2406,Distichodus rostratus,Teleostei,Characiformes,Distichodontidae,Distichodus,Grass-eater,TRUE,1,0,
Distichodus rufigiensis,accepted name,11202,Distichodus rufigiensis,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus schenga,accepted name,11203,Distichodus schenga,Teleostei,Characiformes,Distichodontidae,Distichodus,Chessa,TRUE,1,0,
Distichodus sexfasciatus,accepted name,10787,Distichodus sexfasciatus,Teleostei,Characiformes,Distichodontidae,Distichodus,Sixbar distichodus,TRUE,1,0,
Distichodus teugelsi,accepted name,64700,Distichodus teugelsi,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Divandu albimarginatus,accepted name,60068,Divandu albimarginatus,Teleostei,Cichliformes,Cichlidae,Divandu,NA,TRUE,1,0,
Docimodus evelynae,accepted name,2267,Docimodus evelynae,Teleostei,Cichliformes,Cichlidae,Docimodus,NA,TRUE,1,0,
Docimodus johnstoni,accepted name,2266,Docimodus johnstoni,Teleostei,Cichliformes,Cichlidae,Docimodus,NA,TRUE,1,0,
Dolichallabes microphthalmus,accepted name,9465,Dolichallabes microphthalmus,Teleostei,Siluriformes,Clariidae,Dolichallabes,NA,TRUE,1,0,
Dolichamphilius brieni,accepted name,9338,Dolichamphilius brieni,Teleostei,Siluriformes,Amphiliidae,Dolichamphilius,NA,TRUE,1,0,
Dolichamphilius longiceps,accepted name,61621,Dolichamphilius longiceps,Teleostei,Siluriformes,Amphiliidae,Dolichamphilius,NA,TRUE,1,0,
Dormitator lebretonis,accepted name,10008,Dormitator lebretonis,Teleostei,Gobiiformes,Eleotridae,Dormitator,NA,TRUE,1,1,
Doumea angolensis,accepted name,9425,Doumea angolensis,Teleostei,Siluriformes,Amphiliidae,Doumea,NA,TRUE,1,0,
Doumea chappuisi,accepted name,9426,Doumea chappuisi,Teleostei,Siluriformes,Amphiliidae,Doumea,NA,TRUE,1,0,
Doumea gracila,accepted name,64052,Doumea gracila,Teleostei,Siluriformes,Amphiliidae,Doumea,NA,TRUE,1,0,
Doumea reidi,accepted name,65853,Doumea reidi,Teleostei,Siluriformes,Amphiliidae,Doumea,NA,TRUE,1,0,
Doumea sanaga,accepted name,64053,Doumea sanaga,Teleostei,Siluriformes,Amphiliidae,Doumea,NA,TRUE,1,0,
Doumea skeltoni,accepted name,67347,Doumea skeltoni,Teleostei,Siluriformes,Amphiliidae,Doumea,NA,TRUE,1,0,
Doumea stilicauda,accepted name,65854,Doumea stilicauda,Teleostei,Siluriformes,Amphiliidae,Doumea,NA,TRUE,1,0,
Doumea thysi,accepted name,12811,Doumea thysi,Teleostei,Siluriformes,Amphiliidae,Doumea,NA,TRUE,1,0,
Doumea typica,accepted name,9423,Doumea typica,Teleostei,Siluriformes,Amphiliidae,Doumea,NA,TRUE,1,0,
Drepane punctata,accepted name,454,Drepane punctata,Teleostei,Acanthuriformes,Drepaneidae,Drepane,Spotted sicklefish,TRUE,1,1,
Drombus triangularis,accepted name,9944,Drombus triangularis,Teleostei,Gobiiformes,Gobiidae,Drombus,Brown drombus,TRUE,1,1,
Dundocharax bidentatus,accepted name,11204,Dundocharax bidentatus,Teleostei,Characiformes,Distichodontidae,Dundocharax,NA,TRUE,1,0,
Dussumieria acuta,accepted name,1453,Dussumieria acuta,Teleostei,Clupeiformes,Dussumieriidae,Dussumieria,Rainbow sardine,TRUE,1,1,
Echidna leucotaenia,accepted name,6486,Echidna leucotaenia,Teleostei,Anguilliformes,Muraenidae,Echidna,Whiteface moray,TRUE,1,1,
Eclectochromis lobochilus,accepted name,2273,Eclectochromis lobochilus,Teleostei,Cichliformes,Cichlidae,Eclectochromis,NA,TRUE,1,0,
Eclectochromis ornatus,accepted name,2271,Eclectochromis ornatus,Teleostei,Cichliformes,Cichlidae,Eclectochromis,NA,TRUE,1,0,
Ectodus descampsii,accepted name,8575,Ectodus descampsii,Teleostei,Cichliformes,Cichlidae,Ectodus,NA,TRUE,1,0,
Eleotris acanthopomus,accepted name,11794,Eleotris acanthopomus,Teleostei,Gobiiformes,Eleotridae,Eleotris,Spinecheek gudgeon,TRUE,1,1,
Eleotris annobonensis,accepted name,61525,Eleotris annobonensis,Teleostei,Gobiiformes,Eleotridae,Eleotris,NA,TRUE,1,1,
Eleotris daganensis,accepted name,10011,Eleotris daganensis,Teleostei,Gobiiformes,Eleotridae,Eleotris,NA,TRUE,1,1,
Eleotris diamsoi,accepted name,69607,Eleotris diamsoi,Teleostei,Gobiiformes,Eleotridae,Eleotris,NA,TRUE,1,0,
Eleotris fusca,accepted name,8034,Eleotris fusca,Teleostei,Gobiiformes,Eleotridae,Eleotris,Dusky sleeper,TRUE,1,1,
Eleotris mauritiana,accepted name,23089,Eleotris mauritiana,Teleostei,Gobiiformes,Eleotridae,Eleotris,Widehead sleeper,TRUE,1,1,
Eleotris melanosoma,accepted name,10013,Eleotris melanosoma,Teleostei,Gobiiformes,Eleotridae,Eleotris,Broadhead sleeper,TRUE,1,1,
Eleotris pellegrini,accepted name,10014,Eleotris pellegrini,Teleostei,Gobiiformes,Eleotridae,Eleotris,NA,TRUE,1,1,
Eleotris sahanaensis,accepted name,69608,Eleotris sahanaensis,Teleostei,Gobiiformes,Eleotridae,Eleotris,NA,TRUE,1,0,
Eleotris senegalensis,accepted name,2494,Eleotris senegalensis,Teleostei,Gobiiformes,Eleotridae,Eleotris,NA,TRUE,1,1,
Eleotris soaresi,accepted name,60642,Eleotris soaresi,Teleostei,Gobiiformes,Eleotridae,Eleotris,NA,TRUE,1,0,
Eleotris valadei,accepted name,69606,Eleotris valadei,Teleostei,Gobiiformes,Eleotridae,Eleotris,NA,TRUE,1,0,
Eleotris vittata,accepted name,2495,Eleotris vittata,Teleostei,Gobiiformes,Eleotridae,Eleotris,NA,TRUE,1,1,
Eleotris vomerodentata,accepted name,10015,Eleotris vomerodentata,Teleostei,Gobiiformes,Eleotridae,Eleotris,NA,TRUE,1,0,
Ellochelon vaigiensis,accepted name,5656,Ellochelon vaigiensis,Teleostei,Mugiliformes,Mugilidae,Ellochelon,Squaretail mullet,TRUE,1,1,
Elops lacerta,accepted name,4959,Elops lacerta,Teleostei,Elopiformes,Elopidae,Elops,West African ladyfish,TRUE,1,1,
Engraulicypris bredoi,accepted name,11594,Engraulicypris bredoi,Teleostei,Cypriniformes,Danionidae,Engraulicypris,NA,TRUE,1,0,
Engraulicypris brevianalis,accepted name,11819,Engraulicypris brevianalis,Teleostei,Cypriniformes,Danionidae,Engraulicypris,River sardine,TRUE,1,0,
Engraulicypris gariepinus,accepted name,68437,Engraulicypris gariepinus,Teleostei,Cypriniformes,Danionidae,Engraulicypris,NA,TRUE,1,0,
Engraulicypris howesi,accepted name,68438,Engraulicypris howesi,Teleostei,Cypriniformes,Danionidae,Engraulicypris,NA,TRUE,1,0,
Engraulicypris moeruensis,accepted name,11596,Engraulicypris moeruensis,Teleostei,Cypriniformes,Danionidae,Engraulicypris,NA,TRUE,1,0,
Engraulicypris ngalala,accepted name,68439,Engraulicypris ngalala,Teleostei,Cypriniformes,Danionidae,Engraulicypris,NA,TRUE,1,0,
Engraulicypris sardella,accepted name,5138,Engraulicypris sardella,Teleostei,Cypriniformes,Danionidae,Engraulicypris,Lake Malawi sardine,TRUE,1,0,
Engraulicypris spinifer,accepted name,11597,Engraulicypris spinifer,Teleostei,Cypriniformes,Danionidae,Engraulicypris,Malagarasi sardine,TRUE,1,0,
Enigmatochromis lucanusi,accepted name,65035,Enigmatochromis lucanusi,Teleostei,Cichliformes,Cichlidae,Enigmatochromis,NA,TRUE,1,0,
Enneacampus ansorgii,accepted name,9889,Enneacampus ansorgii,Teleostei,Syngnathiformes,Syngnathidae,Enneacampus,NA,TRUE,1,1,
Enneacampus kaupi,accepted name,2480,Enneacampus kaupi,Teleostei,Syngnathiformes,Syngnathidae,Enneacampus,NA,TRUE,1,1,
Enteromius ablabes,accepted name,2410,Enteromius ablabes,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius aboinensis,accepted name,5322,Enteromius aboinensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius afrohamiltoni,accepted name,11276,Enteromius afrohamiltoni,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Hamilton's barb,TRUE,1,0,
Enteromius afrovernayi,accepted name,11277,Enteromius afrovernayi,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Spottail barb,TRUE,1,0,
Enteromius alberti,accepted name,69872,Enteromius alberti,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius aliciae,accepted name,57968,Enteromius aliciae,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius aloyi,accepted name,11281,Enteromius aloyi,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius amanpoae,accepted name,11289,Enteromius amanpoae,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius amatolicus,accepted name,11830,Enteromius amatolicus,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Amatola barb,TRUE,1,0,
Enteromius anema,accepted name,5308,Enteromius anema,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius annectens,accepted name,11292,Enteromius annectens,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Broadstriped barb,TRUE,1,0,
Enteromius anniae,accepted name,5314,Enteromius anniae,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius anoplus,accepted name,8600,Enteromius anoplus,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Chubbyhead barb,TRUE,1,1,
Enteromius ansorgii,accepted name,11293,Enteromius ansorgii,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius apleurogramma,accepted name,11294,Enteromius apleurogramma,Teleostei,Cypriniformes,Cyprinidae,Enteromius,East African red finned barb,TRUE,1,0,
Enteromius arcislongae,accepted name,8387,Enteromius arcislongae,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,1,
Enteromius argenteus,accepted name,11296,Enteromius argenteus,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Rosefin barb,TRUE,1,0,
Enteromius aspilus,accepted name,11297,Enteromius aspilus,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius atakorensis,accepted name,5331,Enteromius atakorensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius atkinsoni,accepted name,11299,Enteromius atkinsoni,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Dash-dot barb,TRUE,1,0,
Enteromius atromaculatus,accepted name,11301,Enteromius atromaculatus,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius bagbwensis,accepted name,5323,Enteromius bagbwensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius barnardi,accepted name,11302,Enteromius barnardi,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Blackback barb,TRUE,1,0,
Enteromius barotseensis,accepted name,11303,Enteromius barotseensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Barbus barb,TRUE,1,0,
Enteromius baudoni,accepted name,2411,Enteromius baudoni,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius bawkuensis,accepted name,5328,Enteromius bawkuensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius bifrenatus,accepted name,11867,Enteromius bifrenatus,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Hyphen barb,TRUE,1,0,
Enteromius bigornei,accepted name,2412,Enteromius bigornei,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius boboi,accepted name,5317,Enteromius boboi,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius bourdariei,accepted name,11310,Enteromius bourdariei,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius brachygramma,accepted name,11311,Enteromius brachygramma,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Linespotted ufipa barb,TRUE,1,0,
Enteromius brazzai,accepted name,11313,Enteromius brazzai,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius breviceps,accepted name,11314,Enteromius breviceps,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Shorthead barb,TRUE,1,0,
Enteromius brevidorsalis,accepted name,11315,Enteromius brevidorsalis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Dwarf barb,TRUE,1,0,
Enteromius brevilateralis,accepted name,11317,Enteromius brevilateralis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius brevipinnis,accepted name,9539,Enteromius brevipinnis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Shortfin barb,TRUE,1,0,
Enteromius brichardi,accepted name,11319,Enteromius brichardi,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius cadenati,accepted name,5301,Enteromius cadenati,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius callipterus,accepted name,2413,Enteromius callipterus,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Clipper barb,TRUE,1,0,
Enteromius camptacanthus,accepted name,5316,Enteromius camptacanthus,Teleostei,Cypriniformes,Cyprinidae,Enteromius,African redfinned barb,TRUE,1,0,
Enteromius candens,accepted name,11324,Enteromius candens,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius carcharhinoides,accepted name,59767,Enteromius carcharhinoides,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius carens,accepted name,11326,Enteromius carens,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius castrasibutum,accepted name,11327,Enteromius castrasibutum,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius catenarius,accepted name,11329,Enteromius catenarius,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius caudosignatus,accepted name,11330,Enteromius caudosignatus,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius chicapaensis,accepted name,11334,Enteromius chicapaensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius chiumbeensis,accepted name,11335,Enteromius chiumbeensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius chlorotaenia,accepted name,5332,Enteromius chlorotaenia,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius choloensis,accepted name,11336,Enteromius choloensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius citrinus,accepted name,11337,Enteromius citrinus,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius clauseni,accepted name,5309,Enteromius clauseni,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius collarti,accepted name,11340,Enteromius collarti,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius deguidei,accepted name,11345,Enteromius deguidei,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius deserti,accepted name,11346,Enteromius deserti,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius devosi,accepted name,66742,Enteromius devosi,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius dialonensis,accepted name,5303,Enteromius dialonensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius diamouanganai,accepted name,55213,Enteromius diamouanganai,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius ditinensis,accepted name,5335,Enteromius ditinensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius dorsolineatus,accepted name,11347,Enteromius dorsolineatus,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Cunene barb,TRUE,1,0,
Enteromius eburneensis,accepted name,2414,Enteromius eburneensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius erythrozonus,accepted name,11350,Enteromius erythrozonus,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius eutaenia,accepted name,11351,Enteromius eutaenia,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Orangefin barb,TRUE,1,0,
Enteromius evansi,accepted name,11352,Enteromius evansi,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius fasciolatus,accepted name,10802,Enteromius fasciolatus,Teleostei,Cypriniformes,Cyprinidae,Enteromius,African banded barb,TRUE,1,0,
Enteromius foutensis,accepted name,5325,Enteromius foutensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius greenwoodi,accepted name,11359,Enteromius greenwoodi,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius guildi,accepted name,5326,Enteromius guildi,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius guineensis,accepted name,5302,Enteromius guineensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius guirali,accepted name,11360,Enteromius guirali,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius gurneyi,accepted name,11362,Enteromius gurneyi,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Redtail barb,TRUE,1,0,
Enteromius haasianus,accepted name,11363,Enteromius haasianus,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Sickle barb,TRUE,1,0,
Enteromius holotaenia,accepted name,11365,Enteromius holotaenia,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Spotscale barb,TRUE,1,0,
Enteromius huguenyi,accepted name,57969,Enteromius huguenyi,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius hulstaerti,accepted name,11367,Enteromius hulstaerti,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Butterfly barb,TRUE,1,0,
Enteromius humeralis,accepted name,11368,Enteromius humeralis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius inaequalis,accepted name,2416,Enteromius inaequalis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius innocens,accepted name,8364,Enteromius innocens,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Inconspicious barb,TRUE,1,0,
Enteromius jacksoni,accepted name,11374,Enteromius jacksoni,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Jackson's barb,TRUE,1,0,
Enteromius jae,accepted name,11375,Enteromius jae,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Jae barb,TRUE,1,0,
Enteromius janssensi,accepted name,11376,Enteromius janssensi,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius kamolondoensis,accepted name,11378,Enteromius kamolondoensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius kerstenii,accepted name,11379,Enteromius kerstenii,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Redspot barb,TRUE,1,0,
Enteromius kessleri,accepted name,11381,Enteromius kessleri,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Gillbar barb,TRUE,1,0,
Enteromius kissiensis,accepted name,11382,Enteromius kissiensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius kuiluensis,accepted name,11383,Enteromius kuiluensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius lamani,accepted name,11384,Enteromius lamani,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius laticeps,accepted name,11385,Enteromius laticeps,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius lauzannei,accepted name,5320,Enteromius lauzannei,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius leonensis,accepted name,2417,Enteromius leonensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius liberiensis,accepted name,5313,Enteromius liberiensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius lineomaculatus,accepted name,11386,Enteromius lineomaculatus,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Line-spotted barb,TRUE,1,0,
Enteromius litamba,accepted name,5412,Enteromius litamba,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius lornae,accepted name,60641,Enteromius lornae,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius loveridgii,accepted name,11388,Enteromius loveridgii,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius lufukiensis,accepted name,11391,Enteromius lufukiensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius luikae,accepted name,11392,Enteromius luikae,Teleostei,Cypriniformes,Cyprinidae,Enteromius,Luika barb,TRUE,1,0,
Enteromius lujae,accepted name,11393,Enteromius lujae,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius lukindae,accepted name,11394,Enteromius lukindae,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius lukusiensis,accepted name,11395,Enteromius lukusiensis,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius luluae,accepted name,11396,Enteromius luluae,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
Enteromius machadoi,accepted name,11397,Enteromius machadoi,Teleostei,Cypriniformes,Cyprinidae,Enteromius,NA,TRUE,1,0,
